"short_name","nationality","overall","potential","wage_eur","value_eur","age","height_cm","weight_kg","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes"
"S. Memisevic","Bosnia Herzegovina",72,74,7000,3400000,25,185,77,40,36,75,66,20,64,30,28,63,64,51,65,44,66,64,75,90,86,84,54,82,76,36,54,66,64,69,65,61,14,13,8,14,8
"L. Stetina","Slovakia",72,74,1000,3300000,27,188,87,30,21,71,64,27,41,25,28,68,62,63,67,64,70,48,82,58,67,88,40,79,69,32,48,28,65,68,71,71,6,12,10,8,15
"A. Smithies","England",72,73,16000,2500000,29,188,88,14,11,17,30,13,14,11,11,15,23,59,59,33,67,44,50,80,39,66,13,37,24,17,43,21,58,15,12,17,73,69,67,73,73
"L. Ayling","England",72,73,37000,3100000,27,185,72,66,43,64,66,32,68,41,36,61,66,65,73,70,71,71,63,77,83,75,55,66,73,64,59,38,71,71,74,71,9,11,11,9,8
"D. Polenta","Uruguay",72,73,6000,3100000,27,185,87,39,30,67,65,21,48,22,56,63,63,69,68,56,62,52,68,75,70,90,32,75,68,35,49,61,65,72,72,68,11,14,9,8,6
"M. Johansson","Sweden",72,73,1000,3100000,27,171,64,64,45,54,64,23,74,59,22,62,72,84,86,83,68,78,68,72,86,54,29,65,68,70,43,46,65,68,68,68,7,10,10,16,16
"S. Johnson","United States",72,73,5000,2400000,30,190,98,13,12,14,43,17,19,13,19,46,20,42,43,44,68,52,53,71,35,72,20,30,18,13,35,16,50,16,15,15,73,67,70,70,76
"R. Sawyers","St Kitts Nevis",72,73,30000,3500000,27,185,67,57,58,55,76,62,71,65,51,73,74,70,71,80,66,78,60,46,77,70,66,50,58,64,74,57,73,60,55,50,12,11,6,15,6
"M. Zimmermann","Germany",72,73,19000,3100000,27,177,76,72,46,54,72,55,65,55,41,65,69,73,66,72,69,75,62,69,77,68,62,78,73,39,60,44,68,73,69,72,8,13,11,12,13
"A. Forshaw","England",72,73,41000,3500000,27,174,71,64,58,47,76,57,70,67,62,75,73,67,63,76,65,78,66,43,85,58,61,69,63,62,68,62,73,55,73,60,10,7,12,13,16
"J. Borner","Germany",72,73,20000,3000000,28,188,86,49,56,75,59,41,55,58,50,59,56,61,65,61,64,57,70,87,72,82,54,77,70,47,46,62,62,66,75,67,7,13,12,15,16
"J. Iturbe","Paraguay",72,73,17000,3700000,26,169,62,65,60,40,68,61,75,71,73,57,74,89,89,89,64,90,72,67,69,39,67,78,21,70,70,62,78,31,30,26,12,8,12,6,9
"L. Hejda","Czech Republic",72,73,1000,2900000,29,189,85,36,30,77,63,29,53,41,41,59,59,57,63,57,73,53,46,57,75,85,35,54,72,32,44,40,66,68,74,72,16,6,10,13,13
"T. Xhaka","Albania",72,73,18000,3100000,28,172,72,71,54,50,70,53,68,53,63,67,70,72,76,69,64,76,73,72,92,75,74,90,69,61,63,60,73,71,68,74,11,8,14,14,11
"Fernando Canesin","Brazil",72,73,12000,3600000,27,176,70,65,58,47,68,66,75,67,61,63,74,81,76,83,73,76,62,78,76,56,63,52,39,72,72,63,67,21,29,27,16,10,13,11,11
"T. Susic","Bosnia Herzegovina",72,73,7000,3500000,27,186,80,73,66,60,76,69,75,77,74,73,76,64,67,69,64,59,70,61,65,73,70,71,56,64,72,71,69,48,66,62,15,16,15,15,9
"Pulido","Spain",72,73,7000,3000000,28,186,72,50,27,76,67,23,39,52,38,43,65,40,43,51,63,41,58,70,78,80,38,78,70,37,37,47,58,73,72,68,12,6,10,10,7
"C. Knasmullner","Austria",72,73,14000,3600000,27,181,70,64,67,45,73,60,72,73,69,68,74,78,74,85,70,88,68,75,80,67,62,55,51,65,71,74,66,33,42,43,6,14,8,9,9
"R. Zulj","Austria",72,73,23000,3600000,27,189,89,65,71,66,74,70,76,68,70,70,76,53,53,55,70,62,77,79,65,77,72,46,28,74,72,55,71,47,19,27,8,12,11,9,10
"R. Matos","Brazil",72,73,14000,3700000,26,180,70,62,67,64,70,60,78,66,62,50,79,77,75,78,65,76,70,88,74,67,66,56,26,74,60,66,70,42,28,26,12,7,7,7,11
"K. McLean","Scotland",72,73,31000,3500000,27,183,70,54,66,59,72,56,73,63,68,73,73,74,74,76,70,61,78,73,77,71,69,57,55,68,73,71,74,63,63,52,8,14,15,14,9
"I. Balliu","Albania",72,73,6000,3100000,27,172,63,72,23,60,69,24,73,63,58,68,74,78,79,75,66,75,45,70,81,60,59,75,69,63,64,69,73,72,68,68,12,9,9,9,13
"V. Misidjan","Netherlands",72,73,12000,3700000,25,173,70,66,70,41,68,61,77,70,65,52,73,87,85,86,68,84,59,71,64,56,57,55,32,69,64,54,66,29,24,22,12,7,8,10,7
"A. Benali","Libya",72,73,3000,3500000,27,173,66,59,58,39,75,58,78,58,65,72,76,83,73,93,72,88,64,58,77,61,65,51,56,72,73,69,71,31,48,56,8,8,5,9,13
"T. Smith","England",72,73,22000,3100000,27,186,84,73,48,66,70,20,65,59,41,62,70,69,69,60,73,63,53,66,75,71,37,71,69,67,68,41,63,69,74,71,15,14,14,14,9
"M. Trotta","Italy",72,73,4000,3700000,26,188,85,64,70,75,58,68,67,49,69,43,70,65,62,65,72,59,76,76,55,74,65,59,36,75,62,78,75,50,32,37,11,15,10,9,16
"M. Seuntjens","Netherlands",72,73,14000,3600000,27,187,81,68,69,66,71,58,75,64,60,71,73,67,77,67,68,71,75,46,80,76,73,70,59,69,66,59,69,62,64,59,13,7,9,9,10
"M. Wague","Mali",72,73,17000,3000000,28,191,85,36,31,72,49,25,36,30,29,51,51,49,58,46,69,46,44,76,67,90,29,75,70,29,36,34,68,72,72,71,13,9,5,6,6
"Vako","Georgia",72,73,7000,3700000,26,175,80,64,71,59,70,59,82,76,60,60,77,66,63,69,71,82,75,41,64,74,79,41,34,72,65,64,78,32,36,25,8,9,11,9,12
"S. Peeters","Belgium",72,73,11000,3500000,27,188,74,75,62,55,75,76,68,82,78,77,72,64,61,53,68,61,73,66,73,62,76,63,58,66,73,78,76,63,58,54,12,13,13,14,7
"Rafael Silva","Brazil",72,73,10000,3600000,27,179,73,53,74,65,70,64,75,56,47,61,74,82,85,71,62,69,68,62,70,69,69,54,25,72,74,71,65,25,26,46,11,8,13,16,7
"O. Tannane","Morocco",72,73,13000,3700000,25,177,80,63,70,48,70,72,75,80,72,68,74,77,82,73,69,74,82,53,53,76,75,79,33,72,64,70,66,35,32,37,9,6,7,11,10
"A. Yiadom","Ghana",72,73,15000,3100000,27,180,75,64,50,53,64,41,74,56,42,55,67,83,85,76,68,66,56,69,82,65,49,57,71,60,52,49,54,65,73,70,9,8,7,9,9
"R. Ripart","France",72,73,18000,3700000,26,181,73,68,72,64,68,71,71,65,55,63,75,69,76,66,69,66,77,64,77,67,72,53,56,71,67,69,63,64,60,48,10,11,10,13,11
"A. Muhling","Germany",72,73,12000,3600000,26,186,84,67,59,46,75,54,74,65,58,66,74,73,68,73,74,65,72,71,82,73,67,58,58,60,74,56,68,59,59,53,9,12,15,14,7
"Joao Teixeira","Portugal",72,73,8000,3700000,26,177,69,60,67,46,76,44,76,60,56,72,77,73,69,73,71,74,73,50,64,61,70,42,28,68,72,56,68,44,34,31,14,16,14,15,16
"Y. Al Shahrani","Saudi Arabia",72,73,24000,3100000,27,170,61,70,48,54,71,55,67,68,65,66,70,87,85,80,68,73,68,51,78,58,66,64,71,68,61,62,63,68,67,70,13,15,14,9,8
"A. Struna","Slovenia",72,73,6000,3000000,28,188,84,59,24,72,60,35,61,52,47,58,60,61,68,64,65,49,64,77,85,92,53,69,62,34,59,48,62,73,71,72,12,11,6,6,6
"M. Al Owais","Saudi Arabia",72,73,19000,2500000,27,187,79,14,20,20,27,12,14,16,16,26,17,44,49,37,68,61,50,74,35,62,12,17,24,10,66,19,57,13,20,13,71,72,67,72,70
"Carlos Hernandez","Spain",72,73,8000,3000000,28,185,81,34,40,77,60,27,47,26,24,57,55,54,45,44,62,44,73,87,74,86,37,73,71,46,40,39,61,68,72,70,13,9,12,14,14
"A. Voglsammer","Germany",72,73,14000,3600000,27,178,81,53,74,70,66,60,65,61,59,39,67,75,78,67,69,75,73,83,82,82,63,82,29,72,60,67,69,39,34,23,12,9,7,14,8
"G. Zardes","United States",72,73,7000,3600000,27,186,84,41,71,66,59,66,70,60,30,40,64,81,88,76,66,52,76,78,88,77,62,65,37,73,59,68,63,41,50,30,11,7,11,14,11
"J. Marie","France",72,73,11000,3500000,27,177,73,61,48,47,73,39,72,61,37,68,73,62,53,69,73,66,68,63,79,63,67,65,68,66,68,33,73,64,72,68,15,16,7,7,11
"S. Barreiro","Colombia",72,73,14000,3300000,25,189,78,33,30,76,52,18,50,28,31,62,50,70,67,67,71,67,49,78,77,76,30,58,70,33,29,37,64,72,79,76,11,13,9,15,7
"J. Rojas","Paraguay",72,73,16000,3700000,26,168,70,67,63,58,66,52,74,73,46,60,72,91,90,83,75,84,78,51,63,61,66,60,29,68,65,57,63,29,34,32,13,13,11,10,16
"R. Gomez","Argentina",72,73,12000,3700000,26,166,64,71,65,49,66,57,74,78,73,69,71,82,91,87,67,90,72,58,88,33,75,68,55,58,58,67,52,26,46,46,14,15,10,15,7
"E. Olivera","Argentina",72,73,10000,2900000,29,180,73,39,33,70,63,33,45,36,28,50,50,68,64,63,66,55,63,73,73,79,43,69,73,34,43,47,55,72,75,72,9,8,16,13,12
"G. Peruzzi","Argentina",72,73,14000,3100000,27,178,71,68,38,57,69,40,68,65,50,66,69,77,82,73,71,70,67,78,79,66,60,73,73,55,53,46,72,65,72,71,10,13,9,5,8
"R. Emond","Belgium",72,73,13000,3600000,27,186,73,48,77,75,62,72,60,64,66,33,64,65,66,65,73,62,70,69,71,72,60,47,38,80,59,78,77,14,18,21,16,12,6,10,14
"F. Ben Mustapha","Tunisia",72,73,17000,2400000,30,194,82,13,13,16,23,13,14,11,11,18,21,47,47,33,61,45,45,56,40,64,13,24,21,14,53,21,57,19,14,15,74,71,60,75,72
"Simy","Nigeria",72,73,4000,3600000,27,198,84,28,78,81,56,78,58,45,34,37,57,53,63,69,74,36,74,32,63,90,66,79,21,78,45,64,70,20,28,22,16,10,11,10,15
"Rober Ibanez","Spain",72,73,21000,3700000,26,178,71,69,69,52,73,59,72,71,71,68,74,77,77,77,70,87,68,55,54,50,65,52,56,69,72,63,68,41,49,42,11,10,9,12,11
"A. Pesic","Serbia",72,73,8000,3600000,27,190,87,58,72,71,70,69,66,56,55,49,71,65,68,62,66,45,73,74,71,82,65,73,30,73,67,67,71,54,48,46,14,12,14,10,10
"O. Rivero","Uruguay",72,73,17000,3600000,27,187,82,25,70,70,62,71,68,26,24,57,69,72,72,75,69,61,74,72,74,80,69,69,22,73,53,73,67,20,19,20,11,13,9,14,14
"L. Mancuso","Italy",72,73,5000,3600000,27,182,77,65,73,61,67,70,70,63,41,57,72,72,83,82,72,78,69,68,90,67,67,50,36,75,66,70,70,40,22,20,5,12,10,13,11
"Tiago","Brazil",72,73,13000,2900000,29,191,89,28,45,83,61,31,39,35,28,54,46,46,55,34,64,31,59,76,58,90,36,79,61,34,36,45,60,69,66,74,14,8,6,14,7
"M. Hawsawi","Saudi Arabia",72,73,24000,3100000,27,180,77,37,43,77,55,34,46,38,33,42,60,66,60,63,66,49,56,86,64,76,47,71,73,33,38,43,61,71,70,73,12,14,8,8,12
"A. Canelo","Argentina",72,73,19000,3600000,27,180,83,70,74,60,67,50,73,51,42,58,72,84,83,75,60,62,78,71,65,71,68,61,27,70,58,61,67,25,21,21,9,8,8,15,7
"M. Jonjic","Croatia",72,73,7000,3000000,28,187,83,38,47,77,57,33,45,29,25,53,48,64,71,62,71,33,38,74,69,87,40,57,70,39,35,34,58,71,74,71,8,11,15,6,8
"R. Lod","Finland",72,73,7000,3700000,26,181,82,69,70,56,74,66,71,72,66,68,73,71,71,73,68,73,76,56,68,71,74,48,49,68,70,63,69,60,44,42,7,13,8,15,10
"A. Issoko","DR Congo",72,73,7000,3100000,27,183,75,68,61,70,65,55,71,43,39,48,70,94,93,69,71,67,74,73,86,76,62,84,66,67,64,59,74,57,68,66,5,7,14,5,9
"C. Fai","Cameroon",72,73,11000,3200000,26,167,70,60,22,53,63,23,66,21,31,62,64,90,83,90,68,91,54,92,83,64,28,84,68,58,59,34,70,70,72,73,11,7,6,10,12
"Joao Amaral","Portugal",72,73,8000,3600000,27,172,67,69,67,52,66,56,74,68,65,57,74,85,90,82,75,81,71,47,81,54,66,43,24,68,68,68,63,43,30,38,14,9,6,6,12
"K. Rezaei","Iran",72,73,17000,3600000,27,185,79,67,71,75,70,66,65,68,70,42,68,66,69,64,68,59,75,68,69,72,71,58,18,73,69,79,68,33,18,13,10,6,14,7,14
"O. Kante","Guinea",72,73,7000,2900000,29,185,83,39,33,73,58,28,51,47,30,46,57,49,52,46,71,54,43,71,75,84,31,72,69,43,37,40,59,75,72,70,11,10,8,7,10
"J. Gonzalez","Paraguay",72,73,9000,3100000,27,177,73,59,39,78,66,35,53,49,33,55,57,78,75,67,69,61,55,86,81,81,37,73,73,49,51,47,59,72,71,73,15,6,14,14,6
"B. Planic","Serbia",72,73,11000,3100000,27,191,85,29,20,73,48,31,28,28,20,25,45,54,69,30,72,37,52,82,75,84,14,75,74,21,31,32,32,69,72,69,13,14,5,8,8
"M. Rosenberg","Sweden",72,72,6000,1100000,36,184,81,69,72,68,70,70,66,65,71,65,71,65,63,68,73,63,74,87,68,81,67,84,42,75,73,74,77,35,32,31,10,8,16,8,11
"F. Coloccini","Argentina",72,72,10000,625000,37,184,83,53,45,78,64,58,58,58,56,66,65,45,35,54,68,56,63,75,41,78,71,78,70,40,48,58,72,72,72,65,11,16,14,16,6
"C. Gordon","Scotland",72,72,17000,525000,36,193,83,13,14,15,34,15,11,15,13,27,28,35,35,57,70,51,49,68,25,68,14,33,26,16,51,22,51,23,15,13,73,71,65,70,74
"L. Grant","England",72,72,30000,525000,36,193,83,19,17,14,43,15,11,17,19,40,34,52,46,50,68,56,55,70,29,71,19,42,26,14,50,20,60,20,13,19,73,70,73,71,72
"T. Huddlestone","England",72,72,19000,2000000,32,188,80,72,60,72,76,78,60,70,73,81,78,34,44,33,72,44,89,50,34,87,73,73,68,57,73,72,83,71,68,66,10,7,11,9,11
"C. Terzi","Italy",72,72,3000,950000,35,180,69,43,29,70,50,42,44,40,28,52,58,42,59,47,69,77,59,86,77,77,48,75,72,26,39,61,71,71,72,71,13,11,10,12,8
"M. Rensing","Germany",72,72,10000,850000,35,190,91,11,12,14,33,11,16,11,12,33,19,40,42,47,72,45,48,71,31,72,13,36,17,10,38,18,59,18,12,12,72,71,64,72,72
"G. Pazzini","Italy",72,72,14000,1600000,34,180,78,50,78,79,65,77,65,63,40,40,72,58,55,70,68,80,65,93,56,64,40,70,20,82,58,86,78,45,22,20,5,5,5,5,3
"A. Rosina","Italy",72,72,3000,1400000,35,170,69,69,68,50,74,71,74,80,78,74,77,70,68,80,72,89,73,32,70,34,70,48,14,70,72,68,72,17,27,22,13,9,12,10,9
"D. Maietta","Italy",72,72,3000,625000,36,184,75,28,13,70,56,15,43,15,14,53,48,30,33,31,68,52,21,72,43,77,18,72,78,16,20,15,70,65,78,74,14,5,7,15,5
"Y. Endo","Japan",72,72,7000,775000,39,178,75,78,67,60,75,64,67,82,86,74,71,30,31,63,70,58,75,64,60,72,71,65,68,68,77,82,82,66,68,66,15,9,15,14,7
"S. Bossut","Belgium",72,72,9000,1700000,33,187,80,12,13,12,36,11,11,11,15,38,32,42,47,47,69,42,49,68,32,60,16,27,17,16,49,17,47,22,14,13,72,70,65,73,71
"Aitor Sanz","Spain",72,72,7000,1200000,34,181,71,64,54,42,75,55,65,72,70,71,70,66,53,66,65,71,75,70,75,72,62,70,70,62,75,64,79,72,68,62,14,11,12,9,16
"I. Damonte","Argentina",72,72,8000,975000,37,176,72,67,64,75,71,56,68,56,61,71,75,60,48,67,72,71,65,73,71,72,67,78,71,71,71,60,75,71,71,68,12,15,13,9,16
"J. Bottinelli","Argentina",72,72,10000,1200000,34,180,79,48,35,75,59,40,42,43,38,54,53,30,36,35,68,65,52,88,32,75,27,81,73,17,41,41,69,74,73,63,7,11,6,6,14
"L. Pocrnjic","Argentina",72,72,5000,325000,37,192,86,14,12,16,16,11,10,12,13,19,13,26,28,38,72,35,48,32,41,60,10,28,15,11,58,24,41,15,10,10,71,71,64,74,70
"A. Cordaz","Italy",72,72,2000,525000,36,188,83,12,10,16,12,10,18,10,15,17,20,25,27,28,72,29,47,32,16,54,15,22,7,8,34,16,69,12,10,10,68,71,62,72,74
"C. Jallet","France",72,72,9000,875000,35,178,70,75,50,70,75,68,69,72,64,69,77,57,54,66,72,74,67,72,65,66,63,75,73,70,74,65,78,75,72,72,8,8,9,6,11
"E. Barreto","Paraguay",72,72,23000,1500000,34,180,79,66,56,60,75,68,67,73,76,73,73,59,59,65,68,62,82,48,57,70,74,78,76,69,73,60,72,74,75,71,11,6,15,14,15
"V. Gaman","Romania",72,72,21000,2500000,30,191,82,44,47,74,68,43,51,41,48,63,63,55,49,53,68,52,64,73,69,73,43,70,71,59,54,69,66,72,73,71,10,13,12,8,10
"C. Lucchetti","Argentina",72,72,5000,325000,41,182,69,23,13,23,34,18,24,27,30,32,35,40,45,44,71,45,57,62,35,55,16,45,17,16,51,54,41,21,22,13,72,69,76,70,73
"S. Carson","England",72,72,49000,1700000,33,190,86,14,19,18,25,13,17,18,16,17,20,33,37,38,71,42,52,72,28,70,20,23,19,11,44,20,38,10,15,20,71,70,69,72,70
"N. Asare","Ghana",72,72,14000,1900000,32,173,66,67,48,63,69,58,70,67,63,67,70,70,72,78,67,80,61,80,78,65,60,73,82,71,71,66,78,79,68,67,10,7,7,11,15
"K. Reichel","Germany",72,72,24000,1900000,32,185,84,71,65,60,71,70,67,62,64,60,67,65,70,66,69,58,75,71,78,76,70,70,71,63,58,61,72,71,73,71,9,8,8,6,16
"J. Beausejour","Chile",72,72,6000,875000,35,178,83,73,61,64,65,52,71,74,67,67,74,83,86,92,64,64,67,67,77,86,63,72,66,73,65,68,71,66,72,71,12,12,12,6,13
"J. Barroso","Argentina",72,72,6000,1200000,34,175,71,51,36,74,65,46,43,25,55,64,65,61,65,60,75,69,64,89,78,78,52,55,70,44,59,70,72,72,74,70,11,16,8,9,10
"J. Pitroipa","Burkina Faso",72,72,7000,1900000,33,176,60,61,62,52,73,58,76,66,57,56,75,79,76,78,66,79,65,79,58,46,57,40,37,72,70,74,67,41,31,30,15,8,12,12,7
"N. Champagne","Argentina",72,72,6000,1400000,34,190,82,16,15,20,24,16,11,18,17,30,17,39,36,56,68,34,49,68,33,64,13,33,25,11,50,21,51,20,15,17,74,69,65,69,77
"P. Bardsley","Scotland",72,72,22000,1100000,34,180,79,71,47,71,71,43,67,66,33,67,71,53,49,60,75,62,80,73,67,69,66,85,74,58,59,56,69,75,76,77,11,8,9,9,8
"B. Sagna","France",72,72,4000,575000,36,176,73,73,43,77,72,56,72,66,47,66,73,63,64,60,73,69,69,86,67,80,60,73,74,63,64,59,77,73,72,72,11,9,7,9,9
"N. Lombaerts","Belgium",72,72,11000,1200000,34,187,80,61,33,75,69,39,47,54,60,69,65,33,32,37,59,55,65,32,62,76,50,67,80,39,48,48,69,80,72,70,16,10,6,15,13
"Eduardo","Portugal",72,72,5000,525000,36,188,84,13,20,12,22,11,11,11,14,32,32,42,41,58,64,57,51,73,20,69,18,28,22,11,40,37,61,12,20,20,70,73,68,75,69
"B. Guzan","United States",72,72,5000,1400000,34,193,95,16,14,12,26,15,14,15,11,34,28,38,37,37,68,47,54,67,30,63,15,35,19,12,51,35,53,12,15,14,72,68,72,72,74
"C. Thereau","France",72,72,27000,1000000,36,189,79,70,78,75,74,78,75,69,66,60,76,59,53,64,71,57,76,70,59,69,70,60,24,75,76,71,72,50,24,20,9,5,13,8,12
"S. Ward","Republic of Ireland",72,72,22000,1400000,33,186,80,73,57,71,72,66,69,69,55,67,73,61,54,63,74,62,70,72,66,72,54,80,75,60,64,62,71,76,75,74,6,16,13,11,16
"N. Navarro","Argentina",72,72,11000,1400000,34,191,87,18,17,15,35,20,19,16,20,22,27,50,54,58,68,43,51,57,41,57,15,34,21,16,45,23,63,23,14,19,71,72,68,70,75
"R. Elm","Sweden",72,72,4000,2700000,31,184,75,78,60,62,75,70,64,80,80,77,71,50,45,68,75,69,72,44,56,67,70,60,69,67,75,81,80,59,59,57,16,12,14,7,9
"K. Nababkin","Russia",72,72,1000,1900000,32,184,77,65,60,65,65,32,56,52,46,71,63,74,77,63,63,67,68,72,78,72,60,75,72,58,53,55,64,74,76,75,14,8,15,14,6
"S. Kaya","Turkey",72,72,1000,2700000,28,183,80,50,38,73,65,39,51,38,21,62,57,66,62,65,66,61,53,76,65,79,25,77,69,50,53,26,68,66,74,72,8,16,10,9,10
"Y. Cahuzac","France",72,72,8000,1200000,34,178,72,52,43,66,72,37,56,56,45,65,64,38,45,61,69,70,54,69,83,70,44,89,72,59,66,47,68,69,73,65,10,16,15,15,12
"J. Sorbon","France",72,72,5000,950000,35,183,79,60,25,73,67,25,35,40,34,56,60,31,33,48,70,69,43,61,50,77,30,73,74,42,52,39,67,75,73,71,13,15,8,6,13
"Omar Ramos","Spain",72,72,9000,2700000,31,176,67,75,63,46,72,61,75,82,61,68,72,76,73,85,65,78,66,67,65,56,70,51,30,69,73,73,71,40,32,35,6,13,16,14,10
"M. Suttner","Austria",72,72,19000,1900000,32,179,74,79,48,61,73,63,72,75,79,65,73,68,65,72,72,72,75,72,70,65,68,68,70,51,65,38,72,71,71,72,10,13,15,7,15
"S. Floccari","Italy",72,72,9000,1100000,37,180,79,56,74,75,68,66,71,66,60,48,73,59,59,65,68,70,75,81,49,64,68,48,20,77,60,72,76,25,20,16,8,11,15,10,6
"R. Shawcross","England",72,72,22000,2300000,31,191,76,30,39,74,58,35,44,34,24,66,55,40,42,46,71,49,44,70,76,85,28,83,67,26,40,48,64,74,69,73,10,12,7,13,15
"R. Shotton","England",72,72,22000,2500000,30,191,84,68,50,66,62,38,63,42,37,61,64,61,64,59,70,49,65,65,80,81,44,68,71,55,61,59,60,73,73,74,13,12,7,9,10
"Christian Fernandez","Spain",72,72,8000,1500000,33,182,77,65,52,72,65,46,56,58,59,63,61,65,66,63,68,73,70,75,78,77,51,82,73,59,48,54,66,69,71,68,16,7,16,8,7
"De la Bella","Spain",72,72,8000,1400000,33,182,79,75,45,74,72,42,67,72,38,68,72,63,69,67,72,56,59,68,71,69,68,70,74,58,59,49,66,64,70,73,16,10,8,12,6
"J. Basanta","Argentina",72,72,18000,950000,35,188,78,51,41,75,62,45,55,55,40,61,60,40,53,33,76,34,67,71,53,73,52,74,76,49,39,47,71,69,72,71,9,10,10,8,14
"David Fernandez","Spain",72,72,7000,1200000,34,186,81,50,34,72,64,41,41,56,38,66,61,61,51,60,63,57,72,70,82,73,42,51,77,39,54,36,69,71,78,75,9,11,8,15,16
"O. Kaya","Belgium",72,72,11000,1900000,33,167,69,77,63,35,72,66,71,78,76,75,72,68,61,77,66,89,65,66,63,57,67,41,46,76,74,70,81,22,46,23,10,12,10,10,8
"P. Kone","Greece",72,72,3000,2700000,31,182,75,68,67,59,74,67,71,64,59,67,73,71,69,74,59,58,74,59,56,69,80,59,49,73,69,80,73,50,49,49,14,9,13,9,7
"F. Dionisi","Italy",72,72,4000,2500000,32,179,68,42,73,67,65,71,68,52,51,36,71,75,85,67,71,69,75,76,66,63,69,72,30,72,53,70,73,38,27,29,6,11,8,6,11
"F. Ceravolo","Italy",72,72,30000,2500000,32,180,73,60,75,65,65,68,74,66,60,50,75,72,75,78,64,71,70,87,61,72,64,53,25,70,59,70,73,47,18,16,13,14,9,8,10
"B. Feilhaber","United States",72,72,7000,1500000,34,175,74,69,64,55,74,73,73,75,74,72,76,57,56,71,73,74,76,55,69,65,69,71,58,67,72,78,77,65,67,62,16,15,11,7,15
"Mateus","Angola",72,72,4000,1400000,35,176,75,68,74,58,69,70,77,68,66,62,72,75,78,75,71,72,76,74,55,65,70,66,46,73,70,59,71,50,31,33,8,6,6,10,15
"R. De Laet","Belgium",72,72,9000,2500000,30,186,77,68,60,68,63,24,69,28,48,60,68,76,87,64,69,58,61,77,77,76,49,75,66,56,54,40,77,64,75,73,13,14,14,12,13
"Kwoun Sun Tae","Korea Republic",72,72,6000,1400000,34,184,85,10,16,18,35,11,14,14,12,34,24,39,47,67,73,51,48,68,20,69,13,24,24,17,64,22,57,18,14,20,72,69,64,71,72
"Choi Chul Soon","Korea Republic",72,72,8000,1900000,32,175,68,70,42,62,66,53,64,53,54,59,67,78,71,68,74,81,47,92,78,73,45,77,70,73,67,52,57,67,73,71,13,14,11,15,16
"A. Ramos","Colombia",72,72,16000,2000000,33,186,78,68,72,76,66,68,71,67,48,55,66,71,75,71,72,66,72,90,54,72,62,58,43,72,65,73,78,58,33,28,9,14,13,14,6
"L. Jutkiewicz","England",72,72,12000,3000000,30,185,77,58,71,81,59,63,63,53,52,51,70,54,64,55,72,62,74,87,70,85,61,72,33,73,71,76,67,58,32,26,12,9,6,10,16
"M. Iturra","Chile",72,72,2000,975000,35,174,73,56,27,50,69,53,61,55,47,69,70,54,47,65,64,71,68,69,64,66,58,80,77,52,65,40,71,78,76,69,13,10,9,15,10
"Suso Santana","Spain",72,72,8000,1600000,34,172,62,64,65,50,65,59,75,55,65,52,74,85,87,89,69,88,58,85,80,75,59,81,49,70,70,66,75,56,59,51,6,8,13,8,10
"H. Ozmert","Turkey",72,72,12000,1200000,34,183,80,69,63,68,73,60,66,73,75,74,70,39,42,62,68,69,73,60,69,71,71,77,68,65,70,57,72,71,71,69,12,8,10,16,13
"A. Jedrzejczyk","Poland",72,72,7000,2300000,31,189,78,68,43,72,68,52,63,47,34,66,65,68,67,68,65,63,69,78,75,82,39,82,71,53,42,34,63,62,70,69,7,8,12,16,11
"Bueno","Spain",72,72,6000,2700000,31,179,67,67,72,67,70,75,75,80,71,60,77,64,54,73,72,74,79,53,34,57,77,36,45,70,71,68,71,41,31,34,8,16,7,11,9
"Sergio Sanchez","Spain",72,72,7000,1500000,33,185,84,61,51,70,65,51,47,35,30,60,66,59,52,66,69,60,59,73,69,72,41,76,75,60,60,47,70,71,74,71,12,15,6,12,11
"A. Cerci","Italy",72,72,4000,2700000,31,180,78,74,64,59,73,70,75,79,74,67,78,74,75,72,64,77,72,66,31,73,77,60,41,69,68,76,73,35,31,24,9,14,7,12,9
"D. Ciofani","Italy",72,72,4000,2000000,33,190,82,26,75,78,57,61,53,29,48,23,68,52,69,32,74,39,76,90,56,83,70,66,29,79,42,65,77,22,14,12,11,9,7,13,15
"Bracali","Brazil",72,72,3000,325000,38,185,80,10,14,10,38,19,14,15,11,36,29,37,43,64,67,68,45,79,31,69,17,29,21,12,45,23,47,16,14,17,74,72,60,72,69
"U. Demirok","Turkey",72,72,12000,2500000,30,190,85,40,42,75,64,29,57,32,22,68,58,42,37,45,71,44,55,42,79,85,30,68,73,40,64,72,73,70,75,73,6,8,13,7,8
"M. Gavranovic","Switzerland",72,72,1000,3100000,29,175,76,50,73,62,70,64,72,52,55,58,75,76,73,84,71,80,69,83,65,67,60,55,45,80,67,73,62,26,39,24,14,12,7,14,13
